,Rank,Name,Symbol,Market Cap,Price,Circulating Supply,Volume (24h),% 1h,% 24h,% 7d,Unnamed: 10
139,140,Storj,STORJ,"$65,692,974",$0.3033,"216,560,645 STORJ *","$21,950,184",2.14%,-2.80%,-3.22%,
140,141,TrustSwap,SWAP,"$65,288,075",$0.9225,"70,772,681 SWAP *","$1,627,045",0.21%,1.94%,84.02%,
141,142,Injective Protocol,INJ,"$65,258,509",$4.35,"15,000,178 INJ *","$21,153,165",0.86%,-1.64%,-8.45%,
142,143,Serum,SRM,"$65,332,458",$1.31,"50,000,000 SRM *","$100,924,365",2.46%,10.08%,28.69%,
143,144,Velas,VLX,"$65,137,431",$0.03093,"2,106,296,362 VLX *","$1,194,877",1.63%,0.48%,26.15%,
144,145,Steem,STEEM,"$65,237,340",$0.1652,"395,015,831 STEEM *","$6,254,352",1.69%,-0.37%,1.09%,
145,146,Oasis Network,ROSE,"$61,970,882",$0.04131,"1,500,000,000 ROSE *","$9,272,489",0.97%,0.25%,-9.48%,
146,147,Swipe,SXP,"$61,838,777",$0.7367,"83,936,975 SXP *","$92,583,892",0.89%,-4.19%,9.43%,
147,148,FunFair,FUN,"$60,114,673",$0.009179,"6,548,879,189 FUN *","$14,945,733",0.23%,10.20%,135.84%,
148,149,DFI.Money,YFII,"$60,241,785","$1,560.83","38,596 YFII *","$119,422,171",1.23%,-2.76%,13.80%,
149,150,aelf,ELF,"$59,293,759",$0.1089,"544,480,200 ELF *","$24,837,972",1.81%,2.34%,1.63%,
150,151,Civic,CVC,"$57,220,708",$0.0854,"670,000,000 CVC *","$23,937,539",0.98%,-2.95%,-1.24%,
151,152,SingularityNET,AGI,"$56,007,302",$0.06565,"853,144,672 AGI *","$1,609,365",4.98%,16.41%,42.34%,
152,153,Ankr,ANKR,"$55,865,275",$0.0086,"6,496,232,711 ANKR *","$13,571,857",0.72%,-2.52%,-4.09%,
153,154,OriginTrail,TRAC,"$55,591,397",$0.1636,"339,837,976 TRAC *","$635,008",3.14%,1.66%,-6.30%,
154,155,Keep3rV1,KP3R,"$54,482,306",$272.41,"200,001 KP3R *","$18,096,379",3.27%,-6.72%,-13.01%,
155,156,JUST,JST,"$54,084,300",$0.02393,"2,260,326,706 JST *","$86,264,675",1.33%,-0.84%,-2.85%,
156,157,Wanchain,WAN,"$51,956,908",$0.3074,"169,028,581 WAN *","$3,216,048",0.02%,0.71%,-14.52%,
157,158,WAX,WAXP,"$51,966,293",$0.03529,"1,472,430,022 WAXP *","$676,268",1.50%,-0.60%,-6.58%,
158,159,Fantom,FTM,"$51,957,188",$0.02042,"2,545,006,273 FTM *","$14,408,852",0.62%,8.48%,17.33%,
159,160,Electroneum,ETN,"$51,425,199",$0.00503,"10,223,506,929 ETN","$1,238,312",-0.47%,5.90%,1.91%,
160,161,Polymath,POLY,"$50,888,458",$0.09158,"555,670,901 POLY *","$1,575,937",0.72%,-5.99%,6.88%,
161,162,Uquid Coin,UQC,"$50,022,487",$5.00,"10,000,000 UQC *","$8,598,862",1.71%,-4.41%,55.46%,
162,163,Energi,NRG,"$48,147,174",$1.32,"36,372,787 NRG","$3,183,680",1.17%,2.42%,-11.84%,
163,164,LBRY Credits,LBC,"$48,166,460",$0.09314,"517,130,528 LBC","$13,665,208",0.29%,-13.76%,48.45%,
164,165,Hive,HIVE,"$47,189,911",$0.1126,"419,173,771 HIVE *","$2,947,594",0.58%,-3.61%,-4.43%,
165,166,Ark,ARK,"$46,069,169",$0.3649,"126,248,627 ARK *","$2,272,689",1.18%,-2.33%,-5.22%,
166,167,LTO Network,LTO,"$45,731,831",$0.1683,"271,748,123 LTO *","$11,728,141",2.26%,23.20%,52.60%,
167,168,Melon,MLN,"$45,295,920",$30.66,"1,477,204 MLN *","$6,440,600",-0.25%,0.95%,7.79%,
168,169,Alpha Finance Lab,ALPHA,"$44,530,923",$0.2557,"174,136,442 ALPHA *","$44,368,429",3.27%,-10.83%,38.60%,
169,170,ReddCoin,RDD,"$38,469,157",$0.001335,"28,808,713,174 RDD *","$157,094",2.38%,-0.18%,22.59%,
170,171,Stratis,STRAX,"$43,346,527",$0.4331,"100,074,480 STRAX *","$2,020,684",2.70%,-3.93%,-10.47%,
171,172,Haven Protocol,XHV,"$42,645,790",$2.99,"14,264,903 XHV *","$184,383",0.96%,-5.20%,-7.79%,
172,173,Fetch.ai,FET,"$42,565,870",$0.05705,"746,113,681 FET *","$7,364,713",0.35%,0.35%,4.51%,
173,174,Pundi X,NPXS,"$42,265,493",$0.0001801,"234,624,488,396 NPXS *","$4,719,500",0.09%,-4.15%,-0.69%,
174,175,Syscoin,SYS,"$41,780,258",$0.06919,"603,854,024 SYS","$1,888,288",1.28%,5.15%,16.84%,
175,176,The Midas Touch Gold,TMTG,"$41,619,145",$0.00505,"8,241,111,256 TMTG *","$3,477,916",-0.01%,-3.75%,-21.47%,
176,177,Everipedia,IQ,"$42,524,177",$0.004274,"9,949,806,415 IQ *","$15,381,093",3.13%,-8.02%,59.01%,
177,178,Power Ledger,POWR,"$41,799,089",$0.09858,"423,992,467 POWR *","$5,823,835",0.64%,2.51%,-0.66%,
178,179,DIA,DIA,"$40,729,919",$1.44,"28,271,916 DIA *","$19,443,954",1.60%,9.96%,10.90%,
179,180,Harmony,ONE,"$40,687,508",$0.004941,"8,234,250,415 ONE *","$10,997,926",0.70%,0.91%,3.13%,
180,181,Handshake,HNS,"$40,476,356",$0.1169,"346,159,920 HNS *","$1,950,292",-0.77%,6.90%,25.69%,
181,182,AdEx Network,ADX,"$38,989,131",$0.345,"113,013,649 ADX *","$3,457,523",1.73%,-1.33%,8.25%,
182,183,STASIS EURO,EURS,"$39,018,421",$1.22,"31,979,207 EURS *","$1,701,264",0.46%,-0.39%,1.71%,
183,184,MCO,MCO,"$37,771,539",$2.39,"15,793,831 MCO *","$7,857,632",-6.59%,-3.74%,1.02%,
184,185,Travala.com,AVA,"$37,993,035",$0.8181,"46,441,597 AVA *","$7,312,946",1.35%,7.61%,9.33%,
185,186,IoTeX,IOTX,"$37,653,554",$0.006566,"5,734,304,441 IOTX *","$5,030,781",0.63%,-3.12%,1.09%,
186,187,ShareToken,SHR,"$37,454,118",$0.01823,"2,053,977,162 SHR *","$1,996,561",-0.32%,-7.02%,-6.17%,
187,188,xDai,STAKE,"$36,070,262",$9.86,"3,659,600 STAKE *","$2,963,026",1.02%,-0.10%,12.21%,
188,189,Aion,AION,"$35,623,712",$0.07307,"487,496,874 AION","$3,415,643",1.56%,9.82%,7.61%,
189,190,IRISnet,IRIS,"$35,798,961",$0.03814,"938,532,073 IRIS *","$4,316,715",0.64%,-4.16%,-1.51%,
190,191,Populous,PPT,"$34,857,744",$0.6546,"53,252,246 PPT *","$2,962,699",4.33%,-0.89%,33.20%,
191,192,GateToken,GT,"$35,483,931",$0.4845,"73,238,831 GT *","$44,617,539",0.79%,-3.52%,10.17%,
192,193,QuarkChain,QKC,"$34,954,688",$0.005462,"6,399,906,497 QKC *","$3,597,838",0.54%,-5.36%,3.00%,
193,194,Voyager Token,VGX,"$34,831,587",$0.1567,"222,295,208 VGX *","$981,088",-1.47%,6.68%,1.83%,
194,195,Nimiq,NIM,"$34,511,453",$0.004855,"7,107,799,472 NIM","$2,503,434",1.70%,1.62%,87.25%,
195,196,SALT,SALT,"$34,262,342",$0.4356,"78,652,938 SALT *","$152,177",1.07%,19.25%,35.68%,
196,197,Firo,XZC,"$33,255,390",$2.92,"11,391,906 XZC","$3,573,595",0.49%,0.88%,-13.96%,
197,198,WaykiChain,WICC,"$33,502,988",$0.1773,"189,000,000 WICC *","$6,582,860",1.02%,11.26%,12.79%,
198,199,SOLVE,SOLVE,"$33,095,852",$0.0881,"375,664,079 SOLVE *","$189,198",0.00%,-2.21%,-5.68%,
199,200,Tellor,TRB,"$31,529,163",$19.32,"1,631,978 TRB","$40,637,120",1.22%,-2.46%,-2.49%,
